epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
31,4343.82,0.66837,0.58771,1.11557,0.93537,0.91343,0.94529,0.82884,0.54794,0.40906,1.0055,0.02406,0.00802,0.02406,0.00802,0.02406,0.00802,0.02406,0.00802
32,4468.68,0.67156,0.59189,1.11811,0.94185,0.91932,0.94586,0.82991,0.55254,0.39841,1.01198,0.023862,0.007954,0.023862,0.007954,0.023862,0.007954,0.023862,0.007954
33,4616.03,0.6616,0.57619,1.11354,0.93164,0.9054,0.94174,0.8277,0.54091,0.43488,1.00434,0.023664,0.007888,0.023664,0.007888,0.023664,0.007888,0.023664,0.007888
34,4771.53,0.65591,0.56916,1.104,0.93604,0.91247,0.94609,0.8355,0.53524,0.4055,0.9945,0.023466,0.007822,0.023466,0.007822,0.023466,0.007822,0.023466,0.007822
35,4926.82,0.65122,0.56705,1.10185,0.94802,0.90376,0.95056,0.83104,0.55348,0.39954,1.00424,0.023268,0.007756,0.023268,0.007756,0.023268,0.007756,0.023268,0.007756
36,5073.91,0.65147,0.56791,1.10015,0.93693,0.92282,0.94568,0.83515,0.53355,0.39936,0.99222,0.02307,0.00769,0.02307,0.00769,0.02307,0.00769,0.02307,0.00769
37,5194,0.65217,0.5578,1.10243,0.92804,0.91808,0.94676,0.84219,0.5271,0.39225,0.98877,0.022872,0.007624,0.022872,0.007624,0.022872,0.007624,0.022872,0.007624
38,5314.05,0.64422,0.55057,1.09492,0.92972,0.91529,0.94374,0.84087,0.52687,0.39445,0.98742,0.022674,0.007558,0.022674,0.007558,0.022674,0.007558,0.022674,0.007558
39,5433.72,0.63799,0.53986,1.09106,0.93558,0.92495,0.94934,0.83877,0.52379,0.38061,0.99214,0.022476,0.007492,0.022476,0.007492,0.022476,0.007492,0.022476,0.007492
40,5553.55,0.64056,0.54198,1.09684,0.94553,0.91084,0.94285,0.84059,0.5285,0.38807,1.0017,0.022278,0.007426,0.022278,0.007426,0.022278,0.007426,0.022278,0.007426
41,5683.57,0.63424,0.5442,1.09114,0.93855,0.9229,0.94389,0.84477,0.51384,0.38683,0.97976,0.02208,0.00736,0.02208,0.00736,0.02208,0.00736,0.02208,0.00736
42,5838.72,0.635,0.53472,1.09539,0.9232,0.93656,0.94915,0.84577,0.53094,0.36939,0.98871,0.021882,0.007294,0.021882,0.007294,0.021882,0.007294,0.021882,0.007294
43,5985.98,0.63195,0.53281,1.09082,0.92826,0.92526,0.94719,0.84158,0.51951,0.38141,0.98271,0.021684,0.007228,0.021684,0.007228,0.021684,0.007228,0.021684,0.007228
44,6123.26,0.6257,0.52865,1.08423,0.9354,0.92791,0.94503,0.84578,0.51459,0.36578,0.97737,0.021486,0.007162,0.021486,0.007162,0.021486,0.007162,0.021486,0.007162
45,6251.7,0.62598,0.52701,1.08572,0.93114,0.92961,0.94758,0.8463,0.51412,0.37057,0.97706,0.021288,0.007096,0.021288,0.007096,0.021288,0.007096,0.021288,0.007096
46,6423.75,0.62417,0.52138,1.0816,0.93906,0.92523,0.94673,0.84559,0.50836,0.36682,0.97658,0.02109,0.00703,0.02109,0.00703,0.02109,0.00703,0.02109,0.00703
47,6540.88,0.61714,0.51299,1.08368,0.94706,0.91215,0.94856,0.84732,0.51671,0.36263,0.97934,0.020892,0.006964,0.020892,0.006964,0.020892,0.006964,0.020892,0.006964
48,6669.77,0.61745,0.50996,1.08045,0.93929,0.92716,0.94875,0.85101,0.50679,0.35344,0.97083,0.020694,0.006898,0.020694,0.006898,0.020694,0.006898,0.020694,0.006898
49,6799.26,0.61236,0.50188,1.07494,0.93471,0.93206,0.95193,0.85223,0.49827,0.35426,0.96501,0.020496,0.006832,0.020496,0.006832,0.020496,0.006832,0.020496,0.006832
50,6928.98,0.6105,0.50516,1.0764,0.93796,0.90322,0.94435,0.84703,0.49453,0.37592,0.96221,0.020298,0.006766,0.020298,0.006766,0.020298,0.006766,0.020298,0.006766
51,7057.78,0.6128,0.50551,1.07577,0.94291,0.92244,0.94972,0.84988,0.50508,0.35005,0.96813,0.0201,0.0067,0.0201,0.0067,0.0201,0.0067,0.0201,0.0067
52,7188.15,0.60185,0.49576,1.07117,0.94552,0.9364,0.9549,0.85714,0.49583,0.33497,0.9601,0.019902,0.006634,0.019902,0.006634,0.019902,0.006634,0.019902,0.006634
53,7318.05,0.60155,0.49099,1.07373,0.95313,0.91888,0.95337,0.85384,0.49656,0.34584,0.96067,0.019704,0.006568,0.019704,0.006568,0.019704,0.006568,0.019704,0.006568
54,7449.56,0.603,0.49516,1.0696,0.93868,0.92393,0.95186,0.85982,0.49144,0.34461,0.95989,0.019506,0.006502,0.019506,0.006502,0.019506,0.006502,0.019506,0.006502
55,7581.12,0.59237,0.4846,1.06408,0.94256,0.92226,0.95224,0.85819,0.48824,0.34249,0.95671,0.019308,0.006436,0.019308,0.006436,0.019308,0.006436,0.019308,0.006436
56,7709.24,0.59652,0.48599,1.06667,0.95178,0.92401,0.95125,0.85375,0.49243,0.339,0.9616,0.01911,0.00637,0.01911,0.00637,0.01911,0.00637,0.01911,0.00637
57,7838.12,0.59695,0.48508,1.07016,0.95091,0.91899,0.95034,0.85509,0.49653,0.34236,0.96821,0.018912,0.006304,0.018912,0.006304,0.018912,0.006304,0.018912,0.006304
58,7965.97,0.59348,0.48172,1.06646,0.94526,0.92523,0.94913,0.85588,0.48601,0.33617,0.96007,0.018714,0.006238,0.018714,0.006238,0.018714,0.006238,0.018714,0.006238
59,8093.59,0.583,0.47173,1.06039,0.93954,0.93086,0.94844,0.85367,0.48837,0.33703,0.96389,0.018516,0.006172,0.018516,0.006172,0.018516,0.006172,0.018516,0.006172
60,8221.17,0.58961,0.47419,1.06378,0.94781,0.9156,0.94946,0.85387,0.4903,0.34929,0.96259,0.018318,0.006106,0.018318,0.006106,0.018318,0.006106,0.018318,0.006106
61,8348.75,0.58385,0.47703,1.06191,0.9376,0.92411,0.95035,0.85935,0.48241,0.34701,0.95707,0.01812,0.00604,0.01812,0.00604,0.01812,0.00604,0.01812,0.00604
62,8477.83,0.57788,0.46426,1.05664,0.93241,0.92898,0.95117,0.85905,0.48467,0.34278,0.95421,0.017922,0.005974,0.017922,0.005974,0.017922,0.005974,0.017922,0.005974
63,8609.62,0.58002,0.46796,1.05705,0.94889,0.91719,0.95143,0.85762,0.4845,0.34816,0.95197,0.017724,0.005908,0.017724,0.005908,0.017724,0.005908,0.017724,0.005908
64,8739.22,0.57525,0.45815,1.05282,0.94071,0.93003,0.95155,0.85767,0.47948,0.33905,0.94897,0.017526,0.005842,0.017526,0.005842,0.017526,0.005842,0.017526,0.005842
65,8865.59,0.57275,0.46246,1.05388,0.94213,0.92345,0.94988,0.85832,0.47683,0.32816,0.94748,0.017328,0.005776,0.017328,0.005776,0.017328,0.005776,0.017328,0.005776
66,8994.55,0.57568,0.45686,1.05256,0.95253,0.91405,0.95173,0.85771,0.47642,0.32974,0.95221,0.01713,0.00571,0.01713,0.00571,0.01713,0.00571,0.01713,0.00571
67,9124.38,0.56604,0.44714,1.05058,0.94988,0.91606,0.95257,0.85991,0.47277,0.33102,0.94787,0.016932,0.005644,0.016932,0.005644,0.016932,0.005644,0.016932,0.005644
68,9262.52,0.57032,0.45336,1.05078,0.9295,0.93661,0.95056,0.86038,0.47225,0.33415,0.94861,0.016734,0.005578,0.016734,0.005578,0.016734,0.005578,0.016734,0.005578
69,9390.24,0.56382,0.45003,1.04787,0.92177,0.94365,0.95194,0.85938,0.47296,0.33292,0.95125,0.016536,0.005512,0.016536,0.005512,0.016536,0.005512,0.016536,0.005512
70,9517.64,0.56794,0.45033,1.05201,0.94921,0.91595,0.9519,0.86252,0.46955,0.3336,0.94881,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446
71,9645.16,0.56388,0.44772,1.0477,0.94825,0.91188,0.9505,0.86091,0.47273,0.33205,0.94923,0.01614,0.00538,0.01614,0.00538,0.01614,0.00538,0.01614,0.00538
72,9772.81,0.56548,0.43697,1.0492,0.94058,0.91903,0.95104,0.86049,0.47413,0.33483,0.94744,0.015942,0.005314,0.015942,0.005314,0.015942,0.005314,0.015942,0.005314
73,9900.44,0.55888,0.44468,1.044,0.94192,0.92081,0.94894,0.86169,0.47041,0.33683,0.94587,0.015744,0.005248,0.015744,0.005248,0.015744,0.005248,0.015744,0.005248
74,10027.9,0.55517,0.4388,1.04262,0.93781,0.92731,0.94674,0.85933,0.47731,0.33249,0.95061,0.015546,0.005182,0.015546,0.005182,0.015546,0.005182,0.015546,0.005182
75,10155.5,0.5529,0.43427,1.03919,0.94514,0.92224,0.94634,0.85849,0.47736,0.32962,0.94969,0.015348,0.005116,0.015348,0.005116,0.015348,0.005116,0.015348,0.005116
76,10283.3,0.54731,0.42594,1.03662,0.94483,0.92076,0.94658,0.86091,0.47744,0.33273,0.95214,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505
77,10411.1,0.54851,0.42794,1.04024,0.94638,0.9238,0.9466,0.86004,0.47435,0.33108,0.9511,0.014952,0.004984,0.014952,0.004984,0.014952,0.004984,0.014952,0.004984
78,10538.8,0.5464,0.425,1.03602,0.94621,0.92855,0.94835,0.86241,0.47556,0.32855,0.95276,0.014754,0.004918,0.014754,0.004918,0.014754,0.004918,0.014754,0.004918
79,10667.6,0.54288,0.41933,1.03354,0.94443,0.92518,0.94845,0.86141,0.47253,0.33028,0.95164,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852
80,10795,0.54123,0.42379,1.03485,0.95075,0.9214,0.94788,0.86042,0.4695,0.33004,0.94914,0.014358,0.004786,0.014358,0.004786,0.014358,0.004786,0.014358,0.004786
81,10915.7,0.53671,0.41674,1.0336,0.94796,0.91954,0.94702,0.86145,0.46953,0.33005,0.94856,0.01416,0.00472,0.01416,0.00472,0.01416,0.00472,0.01416,0.00472
82,11035,0.54157,0.41765,1.03958,0.94797,0.92116,0.94717,0.86136,0.46932,0.32651,0.94875,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654
83,11154.1,0.5369,0.41157,1.03306,0.94266,0.92391,0.95138,0.86241,0.46468,0.32638,0.94473,0.013764,0.004588,0.013764,0.004588,0.013764,0.004588,0.013764,0.004588
84,11285.9,0.52512,0.40905,1.02763,0.94492,0.92291,0.95069,0.86284,0.46427,0.32343,0.94327,0.013566,0.004522,0.013566,0.004522,0.013566,0.004522,0.013566,0.004522
85,11446.2,0.53263,0.40371,1.02751,0.94786,0.91879,0.95143,0.86594,0.46432,0.32396,0.94199,0.013368,0.004456,0.013368,0.004456,0.013368,0.004456,0.013368,0.004456
86,11918.8,0.53174,0.40948,1.03139,0.94747,0.91779,0.95264,0.86532,0.46336,0.32196,0.94025,0.01317,0.00439,0.01317,0.00439,0.01317,0.00439,0.01317,0.00439
87,12100.2,0.52959,0.40177,1.02634,0.94773,0.91969,0.95219,0.86533,0.46111,0.32222,0.93769,0.012972,0.004324,0.012972,0.004324,0.012972,0.004324,0.012972,0.004324
88,12287.7,0.52028,0.39595,1.01986,0.94404,0.92173,0.95135,0.86588,0.46084,0.32381,0.93779,0.012774,0.004258,0.012774,0.004258,0.012774,0.004258,0.012774,0.004258
89,12472,0.52271,0.39627,1.02319,0.94038,0.92295,0.95188,0.86691,0.46002,0.32638,0.93778,0.012576,0.004192,0.012576,0.004192,0.012576,0.004192,0.012576,0.004192
90,12669,0.51382,0.39273,1.01742,0.94564,0.92129,0.9525,0.86597,0.46166,0.32252,0.94011,0.012378,0.004126,0.012378,0.004126,0.012378,0.004126,0.012378,0.004126
91,12863.8,0.51843,0.39773,1.0239,0.93989,0.92556,0.95284,0.8658,0.46014,0.32037,0.93955,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406
92,13055.5,0.51285,0.38783,1.01741,0.94241,0.92939,0.95224,0.8654,0.46085,0.31996,0.93968,0.011982,0.003994,0.011982,0.003994,0.011982,0.003994,0.011982,0.003994
93,13332.2,0.5159,0.39355,1.01983,0.9396,0.93089,0.94963,0.86464,0.46171,0.31917,0.94029,0.011784,0.003928,0.011784,0.003928,0.011784,0.003928,0.011784,0.003928
94,14072.9,0.50674,0.38664,1.01323,0.94579,0.92342,0.95045,0.86404,0.46247,0.3169,0.94167,0.011586,0.003862,0.011586,0.003862,0.011586,0.003862,0.011586,0.003862
95,14364,0.51334,0.3849,1.01783,0.94419,0.92368,0.95014,0.86404,0.46426,0.3158,0.94404,0.011388,0.003796,0.011388,0.003796,0.011388,0.003796,0.011388,0.003796
96,15140.2,0.50642,0.38028,1.01512,0.94302,0.92371,0.9501,0.86371,0.464,0.31688,0.94326,0.01119,0.00373,0.01119,0.00373,0.01119,0.00373,0.01119,0.00373
97,15422.9,0.50265,0.37983,1.01114,0.94101,0.92457,0.95034,0.86375,0.46328,0.31936,0.94255,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664
98,15747.7,0.50328,0.38102,1.01505,0.94822,0.917,0.95084,0.86464,0.46422,0.31823,0.94409,0.010794,0.003598,0.010794,0.003598,0.010794,0.003598,0.010794,0.003598
99,16099.3,0.50189,0.37741,1.01351,0.94162,0.91974,0.94962,0.86433,0.46308,0.319,0.94381,0.010596,0.003532,0.010596,0.003532,0.010596,0.003532,0.010596,0.003532
100,16374.8,0.50168,0.37353,1.01116,0.94376,0.92,0.94982,0.86463,0.46441,0.32004,0.94646,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466
101,16493.8,0.50069,0.37304,1.01094,0.94771,0.91797,0.94963,0.86449,0.46399,0.31911,0.94674,0.0102,0.0034,0.0102,0.0034,0.0102,0.0034,0.0102,0.0034
102,16613.3,0.49264,0.3722,1.00661,0.94779,0.91569,0.9495,0.86352,0.46372,0.32129,0.94654,0.010002,0.003334,0.010002,0.003334,0.010002,0.003334,0.010002,0.003334
103,16733.5,0.49527,0.37252,1.011,0.94649,0.91618,0.94917,0.86443,0.46278,0.32279,0.94583,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268
104,16855,0.48822,0.36487,1.00465,0.94509,0.91629,0.94917,0.86411,0.46342,0.32178,0.9466,0.009606,0.003202,0.009606,0.003202,0.009606,0.003202,0.009606,0.003202
105,16977.2,0.48805,0.36661,1.00593,0.9467,0.917,0.94943,0.86418,0.46176,0.31958,0.94618,0.009408,0.003136,0.009408,0.003136,0.009408,0.003136,0.009408,0.003136
106,17099.5,0.48961,0.36464,1.00695,0.94766,0.91708,0.94968,0.86563,0.45996,0.31783,0.9446,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307
107,17222.2,0.48673,0.36311,1.00266,0.94744,0.91682,0.94986,0.86524,0.45931,0.31703,0.94441,0.009012,0.003004,0.009012,0.003004,0.009012,0.003004,0.009012,0.003004
108,17345.4,0.48441,0.35828,1.00101,0.94376,0.91882,0.94969,0.86526,0.45901,0.317,0.94361,0.008814,0.002938,0.008814,0.002938,0.008814,0.002938,0.008814,0.002938
109,17468.8,0.48517,0.36146,1.00635,0.94498,0.91726,0.9495,0.86498,0.45837,0.3181,0.94274,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872
110,17592.2,0.47949,0.35793,1.00236,0.94727,0.917,0.94925,0.86559,0.45766,0.3187,0.94208,0.008418,0.002806,0.008418,0.002806,0.008418,0.002806,0.008418,0.002806
111,17715.3,0.47774,0.35361,0.99991,0.9469,0.91914,0.94934,0.86544,0.45799,0.31664,0.94263,0.00822,0.00274,0.00822,0.00274,0.00822,0.00274,0.00822,0.00274
112,17838.6,0.47888,0.35221,1.00007,0.94848,0.91957,0.94932,0.8652,0.45749,0.31696,0.94203,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674
113,17961.9,0.47597,0.34628,0.99904,0.94873,0.91957,0.94933,0.86443,0.45712,0.3166,0.94214,0.007824,0.002608,0.007824,0.002608,0.007824,0.002608,0.007824,0.002608
114,18085.2,0.47246,0.34865,0.99521,0.94918,0.91957,0.94923,0.86349,0.4574,0.31655,0.94262,0.007626,0.002542,0.007626,0.002542,0.007626,0.002542,0.007626,0.002542
115,18208.5,0.46616,0.34832,0.99453,0.94836,0.91957,0.94887,0.86452,0.45739,0.31759,0.9423,0.007428,0.002476,0.007428,0.002476,0.007428,0.002476,0.007428,0.002476
116,18331.8,0.46251,0.3436,0.99016,0.94915,0.91875,0.94875,0.86356,0.45741,0.31789,0.94239,0.00723,0.00241,0.00723,0.00241,0.00723,0.00241,0.00723,0.00241
117,18454.6,0.46718,0.34055,0.99182,0.94895,0.92008,0.9488,0.86338,0.457,0.31873,0.94163,0.007032,0.002344,0.007032,0.002344,0.007032,0.002344,0.007032,0.002344
118,18577.5,0.4617,0.33692,0.99112,0.948,0.92038,0.94884,0.86365,0.45771,0.31934,0.94251,0.006834,0.002278,0.006834,0.002278,0.006834,0.002278,0.006834,0.002278
119,18700.1,0.46172,0.33564,0.99236,0.94753,0.92038,0.94902,0.86355,0.4583,0.31975,0.94286,0.006636,0.002212,0.006636,0.002212,0.006636,0.002212,0.006636,0.002212
120,18822.5,0.46009,0.33803,0.98952,0.94888,0.92038,0.94873,0.86352,0.4584,0.32019,0.94298,0.006438,0.002146,0.006438,0.002146,0.006438,0.002146,0.006438,0.002146
121,18945,0.45852,0.33507,0.99141,0.94988,0.91926,0.94917,0.86372,0.45827,0.32014,0.94306,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208
122,19067.4,0.4574,0.33032,0.98939,0.9495,0.91871,0.94888,0.86342,0.45845,0.31998,0.94313,0.006042,0.002014,0.006042,0.002014,0.006042,0.002014,0.006042,0.002014
123,19189.6,0.45292,0.33488,0.9862,0.94988,0.91871,0.94888,0.86387,0.45886,0.31838,0.94411,0.005844,0.001948,0.005844,0.001948,0.005844,0.001948,0.005844,0.001948
124,19311.8,0.45181,0.33242,0.98655,0.94946,0.91871,0.94879,0.86411,0.4588,0.31811,0.94428,0.005646,0.001882,0.005646,0.001882,0.005646,0.001882,0.005646,0.001882
125,19433.9,0.44447,0.32774,0.98157,0.94908,0.91871,0.94888,0.86404,0.45864,0.31949,0.94394,0.005448,0.001816,0.005448,0.001816,0.005448,0.001816,0.005448,0.001816
126,19555.7,0.44965,0.33143,0.9844,0.94888,0.91871,0.94866,0.86413,0.45883,0.32071,0.94433,0.00525,0.00175,0.00525,0.00175,0.00525,0.00175,0.00525,0.00175
127,19677.6,0.44716,0.32267,0.98352,0.94895,0.91871,0.94837,0.86459,0.45916,0.32076,0.94455,0.005052,0.001684,0.005052,0.001684,0.005052,0.001684,0.005052,0.001684
128,19799.4,0.44173,0.3226,0.98173,0.94927,0.91871,0.94838,0.86432,0.45915,0.32141,0.94477,0.004854,0.001618,0.004854,0.001618,0.004854,0.001618,0.004854,0.001618
129,19921.4,0.44411,0.32124,0.97957,0.94977,0.91871,0.9482,0.86409,0.45942,0.32174,0.94502,0.004656,0.001552,0.004656,0.001552,0.004656,0.001552,0.004656,0.001552
130,20043.2,0.43292,0.31675,0.97858,0.95022,0.91812,0.94807,0.86385,0.45896,0.31931,0.94522,0.004458,0.001486,0.004458,0.001486,0.004458,0.001486,0.004458,0.001486
131,20165.3,0.44005,0.32004,0.97984,0.94965,0.91749,0.94811,0.86392,0.4596,0.3198,0.94563,0.00426,0.00142,0.00426,0.00142,0.00426,0.00142,0.00426,0.00142
132,20287,0.4327,0.31296,0.97618,0.94797,0.91622,0.94706,0.86345,0.45993,0.31987,0.94617,0.004062,0.001354,0.004062,0.001354,0.004062,0.001354,0.004062,0.001354
133,20408.7,0.42939,0.30931,0.97225,0.9493,0.91785,0.94801,0.86264,0.46031,0.31966,0.94668,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288
134,20530.3,0.43566,0.31384,0.97689,0.94777,0.91704,0.94698,0.86219,0.46029,0.32171,0.94608,0.003666,0.001222,0.003666,0.001222,0.003666,0.001222,0.003666,0.001222
135,20651.6,0.42945,0.30966,0.97386,0.94694,0.91661,0.94699,0.86183,0.4607,0.32208,0.94663,0.003468,0.001156,0.003468,0.001156,0.003468,0.001156,0.003468,0.001156
136,20772.9,0.42886,0.30777,0.97473,0.94715,0.91645,0.94702,0.86218,0.46105,0.32143,0.94703,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109
137,20893.9,0.42402,0.30763,0.97407,0.94786,0.91622,0.94696,0.86154,0.46172,0.32138,0.94759,0.003072,0.001024,0.003072,0.001024,0.003072,0.001024,0.003072,0.001024
138,21014.9,0.42357,0.30276,0.97563,0.94761,0.91722,0.94692,0.86226,0.4623,0.32183,0.9482,0.002874,0.000958,0.002874,0.000958,0.002874,0.000958,0.002874,0.000958
139,21135.6,0.4232,0.30285,0.97167,0.94853,0.91751,0.94697,0.86236,0.46298,0.32027,0.94905,0.002676,0.000892,0.002676,0.000892,0.002676,0.000892,0.002676,0.000892
140,21256.5,0.42183,0.30269,0.96912,0.94846,0.91377,0.94675,0.8622,0.46299,0.32032,0.94913,0.002478,0.000826,0.002478,0.000826,0.002478,0.000826,0.002478,0.000826
141,21390.4,0.33768,0.23009,0.91248,0.94843,0.91409,0.94696,0.86278,0.46251,0.3201,0.94866,0.00228,0.00076,0.00228,0.00076,0.00228,0.00076,0.00228,0.00076
