epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
137,17335.9,0.40308,0.28764,0.93787,0.9455,0.92433,0.94448,0.87017,0.43749,0.32212,0.9142,0.003072,0.001024,0.003072,0.001024,0.003072,0.001024,0.003072,0.001024
138,17460.4,0.40151,0.28616,0.9393,0.94572,0.92441,0.94435,0.87009,0.43755,0.32206,0.91419,0.002874,0.000958,0.002874,0.000958,0.002874,0.000958,0.002874,0.000958
139,17585.1,0.39927,0.28368,0.93969,0.94628,0.92425,0.9444,0.86993,0.43742,0.32181,0.91407,0.002676,0.000892,0.002676,0.000892,0.002676,0.000892,0.002676,0.000892
140,17709.7,0.39517,0.28381,0.94011,0.94624,0.92427,0.94439,0.87019,0.43739,0.32165,0.91392,0.002478,0.000826,0.002478,0.000826,0.002478,0.000826,0.002478,0.000826
141,17844.4,0.324,0.2121,0.87752,0.94576,0.92425,0.94438,0.87006,0.43742,0.322,0.91378,0.00228,0.00076,0.00228,0.00076,0.00228,0.00076,0.00228,0.00076
142,17968.1,0.31418,0.2027,0.87363,0.94578,0.92425,0.94445,0.87007,0.43711,0.3221,0.91355,0.002082,0.000694,0.002082,0.000694,0.002082,0.000694,0.002082,0.000694
143,18091.7,0.31351,0.20157,0.87395,0.94538,0.92506,0.94452,0.86986,0.43673,0.32309,0.91332,0.001884,0.000628,0.001884,0.000628,0.001884,0.000628,0.001884,0.000628
144,18216,0.30374,0.19727,0.86742,0.94516,0.92502,0.94461,0.8702,0.43653,0.3233,0.91279,0.001686,0.000562,0.001686,0.000562,0.001686,0.000562,0.001686,0.000562
145,18339.7,0.29827,0.19311,0.86246,0.94493,0.92503,0.94465,0.86994,0.43565,0.32288,0.91223,0.001488,0.000496,0.001488,0.000496,0.001488,0.000496,0.001488,0.000496
146,18463.3,0.2961,0.19195,0.86348,0.94507,0.92707,0.94461,0.87055,0.43528,0.32188,0.91204,0.00129,0.00043,0.00129,0.00043,0.00129,0.00043,0.00129,0.00043
147,18587.4,0.28992,0.18789,0.85932,0.94541,0.92557,0.94449,0.87032,0.4348,0.32182,0.9117,0.001092,0.000364,0.001092,0.000364,0.001092,0.000364,0.001092,0.000364
148,18711.2,0.29057,0.18978,0.86155,0.94554,0.92516,0.9472,0.87049,0.43476,0.32225,0.91182,0.000894,0.000298,0.000894,0.000298,0.000894,0.000298,0.000894,0.000298
149,18834.8,0.2871,0.18538,0.86254,0.94578,0.92507,0.94716,0.8716,0.43477,0.32212,0.91187,0.000696,0.000232,0.000696,0.000232,0.000696,0.000232,0.000696,0.000232
150,18958.6,0.28601,0.18444,0.85865,0.94574,0.92498,0.94705,0.87163,0.43455,0.32175,0.91178,0.000498,0.000166,0.000498,0.000166,0.000498,0.000166,0.000498,0.000166
