epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
14,1406.43,0.80992,0.80337,1.22637,0.90726,0.88589,0.9251,0.79385,0.63744,0.55106,1.06956,0.027426,0.009142,0.027426,0.009142,0.027426,0.009142,0.027426,0.009142
15,1506.81,0.80531,0.77613,1.22156,0.91729,0.87789,0.92456,0.79851,0.60264,0.5563,1.06269,0.027228,0.009076,0.027228,0.009076,0.027228,0.009076,0.027228,0.009076
16,1607.12,0.78878,0.7642,1.20674,0.8999,0.90789,0.93671,0.81008,0.58496,0.50392,1.02719,0.02703,0.00901,0.02703,0.00901,0.02703,0.00901,0.02703,0.00901
17,1707.34,0.77913,0.74828,1.20022,0.90528,0.89147,0.92308,0.7978,0.60916,0.53451,1.06701,0.026832,0.008944,0.026832,0.008944,0.026832,0.008944,0.026832,0.008944
18,1807.35,0.78085,0.74458,1.20674,0.90474,0.89468,0.93165,0.80835,0.57716,0.50245,1.03676,0.026634,0.008878,0.026634,0.008878,0.026634,0.008878,0.026634,0.008878
19,1906.98,0.76326,0.71852,1.19353,0.91594,0.8949,0.93339,0.80716,0.58131,0.51585,1.05502,0.026436,0.008812,0.026436,0.008812,0.026436,0.008812,0.026436,0.008812
20,2007.36,0.75114,0.70771,1.18054,0.92221,0.90557,0.94391,0.82285,0.56005,0.47084,1.01515,0.026238,0.008746,0.026238,0.008746,0.026238,0.008746,0.026238,0.008746
21,2107.76,0.75074,0.69675,1.18333,0.90803,0.90723,0.93075,0.81666,0.5559,0.48048,1.01271,0.02604,0.00868,0.02604,0.00868,0.02604,0.00868,0.02604,0.00868
22,2207.74,0.75212,0.6891,1.182,0.88797,0.89257,0.92656,0.80052,0.5923,0.52891,1.06196,0.025842,0.008614,0.025842,0.008614,0.025842,0.008614,0.025842,0.008614
23,2307.93,0.73631,0.68184,1.17326,0.92345,0.90015,0.94403,0.8303,0.54604,0.47299,1.01928,0.025644,0.008548,0.025644,0.008548,0.025644,0.008548,0.025644,0.008548
24,2408.2,0.72654,0.66381,1.16815,0.89994,0.90603,0.93321,0.82932,0.52141,0.47828,1.00099,0.025446,0.008482,0.025446,0.008482,0.025446,0.008482,0.025446,0.008482
25,2508.28,0.72502,0.65623,1.15976,0.91116,0.92457,0.94096,0.8299,0.53141,0.43327,1.00857,0.025248,0.008416,0.025248,0.008416,0.025248,0.008416,0.025248,0.008416
26,2608.44,0.71927,0.65778,1.16211,0.93506,0.9178,0.95038,0.84771,0.50358,0.41963,0.98273,0.02505,0.00835,0.02505,0.00835,0.02505,0.00835,0.02505,0.00835
27,2708.63,0.71749,0.64646,1.15687,0.91332,0.9168,0.93757,0.81703,0.56327,0.45491,1.02825,0.024852,0.008284,0.024852,0.008284,0.024852,0.008284,0.024852,0.008284
28,2808.64,0.71027,0.63889,1.15698,0.93396,0.9079,0.95037,0.8448,0.50156,0.42649,0.98707,0.024654,0.008218,0.024654,0.008218,0.024654,0.008218,0.024654,0.008218
29,2909.05,0.69905,0.6264,1.14243,0.94441,0.90341,0.94965,0.84415,0.5231,0.4074,0.98855,0.024456,0.008152,0.024456,0.008152,0.024456,0.008152,0.024456,0.008152
30,3009.64,0.70347,0.6282,1.14738,0.9262,0.89837,0.94911,0.84466,0.4956,0.42878,0.96992,0.024258,0.008086,0.024258,0.008086,0.024258,0.008086,0.024258,0.008086
31,3109.69,0.69657,0.62038,1.14077,0.93464,0.91958,0.94781,0.84594,0.49671,0.41202,0.97667,0.02406,0.00802,0.02406,0.00802,0.02406,0.00802,0.02406,0.00802
32,3209.82,0.69092,0.60825,1.14367,0.94719,0.90053,0.95392,0.85774,0.47351,0.40019,0.95893,0.023862,0.007954,0.023862,0.007954,0.023862,0.007954,0.023862,0.007954
33,3310.45,0.69238,0.60622,1.14012,0.93453,0.92849,0.95312,0.85215,0.50095,0.39048,0.97168,0.023664,0.007888,0.023664,0.007888,0.023664,0.007888,0.023664,0.007888
34,3410.65,0.67335,0.59289,1.12996,0.92882,0.91858,0.94878,0.84848,0.50548,0.41162,0.97914,0.023466,0.007822,0.023466,0.007822,0.023466,0.007822,0.023466,0.007822
35,3511.12,0.68215,0.59288,1.13124,0.93135,0.93351,0.95213,0.86044,0.46914,0.38533,0.95699,0.023268,0.007756,0.023268,0.007756,0.023268,0.007756,0.023268,0.007756
36,3612.42,0.67714,0.58583,1.12922,0.92888,0.92246,0.94925,0.85656,0.48325,0.39515,0.97886,0.02307,0.00769,0.02307,0.00769,0.02307,0.00769,0.02307,0.00769
37,3712.37,0.66968,0.57937,1.12572,0.94166,0.92423,0.95352,0.85991,0.47285,0.39079,0.96084,0.022872,0.007624,0.022872,0.007624,0.022872,0.007624,0.022872,0.007624
38,3811.87,0.66765,0.57917,1.12732,0.93395,0.92936,0.95299,0.85803,0.48142,0.38289,0.97394,0.022674,0.007558,0.022674,0.007558,0.022674,0.007558,0.022674,0.007558
39,3912.18,0.66598,0.56759,1.12149,0.94571,0.9284,0.95329,0.85553,0.48054,0.38199,0.96273,0.022476,0.007492,0.022476,0.007492,0.022476,0.007492,0.022476,0.007492
40,4011.93,0.65678,0.5568,1.11321,0.9397,0.91653,0.95264,0.85204,0.48659,0.37543,0.95772,0.022278,0.007426,0.022278,0.007426,0.022278,0.007426,0.022278,0.007426
41,4112.05,0.65502,0.56837,1.11686,0.92007,0.93716,0.95441,0.86059,0.47618,0.38958,0.95794,0.02208,0.00736,0.02208,0.00736,0.02208,0.00736,0.02208,0.00736
42,4210.83,0.65506,0.55841,1.11316,0.93752,0.92642,0.9551,0.85942,0.48128,0.37409,0.95553,0.021882,0.007294,0.021882,0.007294,0.021882,0.007294,0.021882,0.007294
43,4310.48,0.64526,0.54795,1.10664,0.93295,0.92704,0.95282,0.86482,0.46829,0.37574,0.94969,0.021684,0.007228,0.021684,0.007228,0.021684,0.007228,0.021684,0.007228
44,4409.59,0.63846,0.54539,1.10228,0.93812,0.93286,0.95608,0.87455,0.4481,0.37032,0.93943,0.021486,0.007162,0.021486,0.007162,0.021486,0.007162,0.021486,0.007162
45,4510.15,0.64197,0.55079,1.10881,0.93079,0.93557,0.955,0.87006,0.44799,0.37309,0.94103,0.021288,0.007096,0.021288,0.007096,0.021288,0.007096,0.021288,0.007096
46,4610.21,0.64266,0.53513,1.10956,0.94155,0.9262,0.95692,0.86846,0.46494,0.36587,0.95194,0.02109,0.00703,0.02109,0.00703,0.02109,0.00703,0.02109,0.00703
47,4710.15,0.63393,0.52752,1.10174,0.92984,0.92735,0.95771,0.87402,0.45125,0.36639,0.94635,0.020892,0.006964,0.020892,0.006964,0.020892,0.006964,0.020892,0.006964
48,4809.61,0.63775,0.53008,1.10252,0.94404,0.92198,0.95922,0.86998,0.4547,0.35931,0.94127,0.020694,0.006898,0.020694,0.006898,0.020694,0.006898,0.020694,0.006898
49,4909.69,0.62939,0.52551,1.09965,0.94362,0.91739,0.95473,0.86908,0.45524,0.35315,0.94375,0.020496,0.006832,0.020496,0.006832,0.020496,0.006832,0.020496,0.006832
50,5009.63,0.6298,0.52967,1.10083,0.94328,0.90979,0.94923,0.85404,0.4716,0.37301,0.95839,0.020298,0.006766,0.020298,0.006766,0.020298,0.006766,0.020298,0.006766
51,5109.61,0.63038,0.52391,1.09867,0.93373,0.92945,0.95553,0.86661,0.45038,0.36783,0.93746,0.0201,0.0067,0.0201,0.0067,0.0201,0.0067,0.0201,0.0067
52,5209.11,0.6219,0.5196,1.09418,0.93965,0.93391,0.95762,0.86903,0.45718,0.36022,0.94173,0.019902,0.006634,0.019902,0.006634,0.019902,0.006634,0.019902,0.006634
53,5308.29,0.61524,0.5081,1.0891,0.93127,0.94233,0.95892,0.86936,0.45534,0.35339,0.94375,0.019704,0.006568,0.019704,0.006568,0.019704,0.006568,0.019704,0.006568
54,5408.33,0.60388,0.51032,1.0849,0.94126,0.9265,0.95879,0.87155,0.45027,0.35464,0.93664,0.019506,0.006502,0.019506,0.006502,0.019506,0.006502,0.019506,0.006502
55,5507.93,0.61398,0.50844,1.08622,0.93135,0.94235,0.95832,0.86848,0.45014,0.35638,0.93748,0.019308,0.006436,0.019308,0.006436,0.019308,0.006436,0.019308,0.006436
56,5607.13,0.61415,0.50655,1.09047,0.93455,0.93625,0.95805,0.86823,0.45006,0.35409,0.93452,0.01911,0.00637,0.01911,0.00637,0.01911,0.00637,0.01911,0.00637
57,5709.76,0.60586,0.49646,1.08364,0.9476,0.93204,0.96011,0.87443,0.44507,0.34362,0.93638,0.018912,0.006304,0.018912,0.006304,0.018912,0.006304,0.018912,0.006304
58,5813.1,0.60702,0.49571,1.0846,0.94223,0.93956,0.95809,0.86911,0.44736,0.34505,0.93589,0.018714,0.006238,0.018714,0.006238,0.018714,0.006238,0.018714,0.006238
59,5914.5,0.60517,0.49204,1.08563,0.93644,0.93129,0.95821,0.86985,0.44198,0.35026,0.93198,0.018516,0.006172,0.018516,0.006172,0.018516,0.006172,0.018516,0.006172
60,6015.91,0.59774,0.49052,1.07941,0.93704,0.93267,0.96138,0.88067,0.42845,0.34483,0.92097,0.018318,0.006106,0.018318,0.006106,0.018318,0.006106,0.018318,0.006106
61,6115.76,0.59777,0.49158,1.0768,0.94774,0.92984,0.96434,0.88023,0.43714,0.33947,0.93003,0.01812,0.00604,0.01812,0.00604,0.01812,0.00604,0.01812,0.00604
62,6214.92,0.59397,0.47428,1.07463,0.95061,0.92331,0.958,0.87357,0.43905,0.34012,0.93048,0.017922,0.005974,0.017922,0.005974,0.017922,0.005974,0.017922,0.005974
63,6314.29,0.59384,0.48101,1.0762,0.95064,0.92983,0.95796,0.87471,0.43379,0.33972,0.92673,0.017724,0.005908,0.017724,0.005908,0.017724,0.005908,0.017724,0.005908
64,6413.86,0.58986,0.47831,1.07514,0.93937,0.94602,0.9589,0.87711,0.43708,0.34218,0.9303,0.017526,0.005842,0.017526,0.005842,0.017526,0.005842,0.017526,0.005842
65,6513.26,0.58964,0.47238,1.07381,0.94426,0.93655,0.96111,0.8783,0.43224,0.3409,0.9278,0.017328,0.005776,0.017328,0.005776,0.017328,0.005776,0.017328,0.005776
66,6612.76,0.58705,0.46993,1.0707,0.94513,0.92929,0.9581,0.87538,0.4337,0.34122,0.92782,0.01713,0.00571,0.01713,0.00571,0.01713,0.00571,0.01713,0.00571
67,6712.09,0.58353,0.46513,1.06757,0.93759,0.94664,0.96403,0.88319,0.42621,0.32825,0.91951,0.016932,0.005644,0.016932,0.005644,0.016932,0.005644,0.016932,0.005644
68,6811.69,0.58242,0.46595,1.06586,0.94637,0.93429,0.96046,0.88263,0.4285,0.32644,0.92327,0.016734,0.005578,0.016734,0.005578,0.016734,0.005578,0.016734,0.005578
69,6911.45,0.58373,0.46707,1.06741,0.93857,0.9374,0.95997,0.87726,0.42965,0.33666,0.9253,0.016536,0.005512,0.016536,0.005512,0.016536,0.005512,0.016536,0.005512
70,7010.97,0.57762,0.46347,1.06479,0.94244,0.93704,0.96217,0.88267,0.42188,0.32134,0.91805,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446
71,7110.43,0.57199,0.45458,1.05936,0.94069,0.95147,0.96044,0.88113,0.41886,0.32261,0.9196,0.01614,0.00538,0.01614,0.00538,0.01614,0.00538,0.01614,0.00538
72,7209.87,0.56953,0.45144,1.06335,0.94859,0.92827,0.96077,0.87804,0.41756,0.32546,0.91767,0.015942,0.005314,0.015942,0.005314,0.015942,0.005314,0.015942,0.005314
73,7309.34,0.56968,0.45537,1.05769,0.93604,0.93493,0.95698,0.8816,0.41934,0.33171,0.9204,0.015744,0.005248,0.015744,0.005248,0.015744,0.005248,0.015744,0.005248
74,7408.74,0.56802,0.45024,1.06204,0.95185,0.92463,0.95711,0.87765,0.42297,0.33,0.92606,0.015546,0.005182,0.015546,0.005182,0.015546,0.005182,0.015546,0.005182
75,7508.29,0.56909,0.45011,1.06168,0.95246,0.93175,0.96282,0.88224,0.42112,0.32763,0.92706,0.015348,0.005116,0.015348,0.005116,0.015348,0.005116,0.015348,0.005116
76,7607.48,0.56304,0.44154,1.05403,0.95442,0.92511,0.95997,0.88268,0.41436,0.31898,0.92008,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505
77,7706.98,0.54679,0.43197,1.04889,0.95015,0.93256,0.96013,0.88333,0.41115,0.32365,0.91587,0.014952,0.004984,0.014952,0.004984,0.014952,0.004984,0.014952,0.004984
78,7806.59,0.55587,0.43462,1.05142,0.95446,0.92485,0.96028,0.88259,0.40987,0.32652,0.90809,0.014754,0.004918,0.014754,0.004918,0.014754,0.004918,0.014754,0.004918
79,7906.23,0.55744,0.4353,1.04941,0.953,0.92752,0.96268,0.88394,0.40695,0.32693,0.90523,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852
80,8005.82,0.55118,0.4335,1.05078,0.94908,0.9353,0.96201,0.88402,0.40853,0.32062,0.90774,0.014358,0.004786,0.014358,0.004786,0.014358,0.004786,0.014358,0.004786
81,8105.75,0.55305,0.43322,1.04887,0.95496,0.92357,0.95933,0.88326,0.40817,0.31631,0.90986,0.01416,0.00472,0.01416,0.00472,0.01416,0.00472,0.01416,0.00472
82,8205.4,0.55328,0.43256,1.05118,0.95372,0.93222,0.96142,0.88699,0.40341,0.31255,0.9062,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654
83,8305.38,0.54523,0.42821,1.04831,0.94102,0.94572,0.96024,0.88365,0.41183,0.31588,0.91174,0.013764,0.004588,0.013764,0.004588,0.013764,0.004588,0.013764,0.004588
84,8404.8,0.54519,0.42541,1.04854,0.93679,0.95373,0.96196,0.88531,0.40838,0.30639,0.90997,0.013566,0.004522,0.013566,0.004522,0.013566,0.004522,0.013566,0.004522
85,8502.74,0.54164,0.41383,1.03806,0.94476,0.94278,0.96149,0.88442,0.41385,0.31025,0.91448,0.013368,0.004456,0.013368,0.004456,0.013368,0.004456,0.013368,0.004456
86,8595.45,0.53488,0.41637,1.04434,0.95114,0.93166,0.95822,0.88266,0.41425,0.30727,0.91391,0.01317,0.00439,0.01317,0.00439,0.01317,0.00439,0.01317,0.00439
87,8688.33,0.5344,0.41722,1.0413,0.9472,0.93873,0.95886,0.88659,0.41105,0.30985,0.91432,0.012972,0.004324,0.012972,0.004324,0.012972,0.004324,0.012972,0.004324
88,8781.11,0.53342,0.41123,1.03638,0.95125,0.93484,0.96081,0.88624,0.40801,0.30663,0.91344,0.012774,0.004258,0.012774,0.004258,0.012774,0.004258,0.012774,0.004258
89,8873.98,0.53128,0.41036,1.03797,0.95158,0.93956,0.96159,0.88814,0.40146,0.30639,0.90721,0.012576,0.004192,0.012576,0.004192,0.012576,0.004192,0.012576,0.004192
90,8966.86,0.528,0.40714,1.03845,0.94273,0.95018,0.96211,0.88613,0.40047,0.30791,0.90586,0.012378,0.004126,0.012378,0.004126,0.012378,0.004126,0.012378,0.004126
91,9059.77,0.52309,0.40164,1.03424,0.93952,0.95166,0.9603,0.88731,0.40297,0.30958,0.9085,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406
92,9152.73,0.52564,0.40395,1.03148,0.93562,0.95305,0.96034,0.88855,0.40005,0.31216,0.90481,0.011982,0.003994,0.011982,0.003994,0.011982,0.003994,0.011982,0.003994
93,9245.9,0.52504,0.40114,1.0354,0.94037,0.95081,0.95939,0.88537,0.39937,0.30747,0.90191,0.011784,0.003928,0.011784,0.003928,0.011784,0.003928,0.011784,0.003928
94,9339.21,0.52073,0.39976,1.03016,0.95162,0.93989,0.95999,0.88755,0.39811,0.30667,0.90142,0.011586,0.003862,0.011586,0.003862,0.011586,0.003862,0.011586,0.003862
95,9432.27,0.51952,0.40034,1.03149,0.94223,0.94239,0.95886,0.88713,0.39661,0.30923,0.90267,0.011388,0.003796,0.011388,0.003796,0.011388,0.003796,0.011388,0.003796
96,9525.23,0.52516,0.40179,1.03422,0.93699,0.95097,0.96164,0.88966,0.39667,0.30615,0.90354,0.01119,0.00373,0.01119,0.00373,0.01119,0.00373,0.01119,0.00373
97,9618.34,0.51544,0.3894,1.02901,0.94557,0.93755,0.96198,0.88889,0.40086,0.30825,0.90717,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664
98,9711.23,0.51461,0.39282,1.0291,0.94846,0.93329,0.95963,0.88793,0.39804,0.30242,0.90501,0.010794,0.003598,0.010794,0.003598,0.010794,0.003598,0.010794,0.003598
99,9804.33,0.50854,0.38832,1.02672,0.94941,0.93086,0.96161,0.88736,0.40025,0.29962,0.90818,0.010596,0.003532,0.010596,0.003532,0.010596,0.003532,0.010596,0.003532
100,9897.26,0.50945,0.38884,1.02711,0.94682,0.93144,0.9596,0.88633,0.40067,0.29871,0.90785,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466
101,9990.18,0.51203,0.38901,1.02978,0.94863,0.9333,0.95914,0.88747,0.40196,0.30075,0.90846,0.0102,0.0034,0.0102,0.0034,0.0102,0.0034,0.0102,0.0034
102,10083.2,0.50548,0.38194,1.02034,0.94069,0.9416,0.95667,0.88768,0.40017,0.3024,0.90643,0.010002,0.003334,0.010002,0.003334,0.010002,0.003334,0.010002,0.003334
103,10176.3,0.50645,0.38121,1.0233,0.94278,0.93837,0.95623,0.8874,0.40183,0.30168,0.90797,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268
104,10269.1,0.50205,0.37448,1.02152,0.94623,0.93551,0.95629,0.88793,0.40295,0.29859,0.90968,0.009606,0.003202,0.009606,0.003202,0.009606,0.003202,0.009606,0.003202
105,10362.1,0.49677,0.37721,1.01725,0.95097,0.92865,0.95528,0.88806,0.40104,0.29933,0.90618,0.009408,0.003136,0.009408,0.003136,0.009408,0.003136,0.009408,0.003136
106,10455.1,0.49777,0.37697,1.01745,0.94784,0.93003,0.959,0.88809,0.4025,0.29983,0.90784,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307
107,10548.2,0.49861,0.37626,1.02011,0.93948,0.93929,0.95665,0.8898,0.40056,0.295,0.90584,0.009012,0.003004,0.009012,0.003004,0.009012,0.003004,0.009012,0.003004
108,10641.2,0.49265,0.37198,1.01734,0.95057,0.93199,0.95705,0.89066,0.39947,0.29331,0.90418,0.008814,0.002938,0.008814,0.002938,0.008814,0.002938,0.008814,0.002938
109,10734.3,0.48942,0.36715,1.01709,0.95261,0.93095,0.95764,0.88995,0.39857,0.29298,0.90342,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872
110,10827.1,0.48891,0.36503,1.0159,0.9251,0.95492,0.96366,0.89212,0.39759,0.29125,0.90266,0.008418,0.002806,0.008418,0.002806,0.008418,0.002806,0.008418,0.002806
111,10920.3,0.48577,0.36491,1.01101,0.94289,0.93448,0.96159,0.89134,0.39573,0.29049,0.9005,0.00822,0.00274,0.00822,0.00274,0.00822,0.00274,0.00822,0.00274
112,11013.2,0.4785,0.35686,1.00894,0.93894,0.9363,0.96187,0.89098,0.3942,0.2899,0.89892,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674
113,11106.1,0.48336,0.35834,1.00953,0.92122,0.9554,0.96148,0.89083,0.39299,0.28964,0.89754,0.007824,0.002608,0.007824,0.002608,0.007824,0.002608,0.007824,0.002608
114,11199.1,0.47592,0.35891,1.01016,0.92157,0.95702,0.96381,0.89213,0.39349,0.28824,0.89777,0.007626,0.002542,0.007626,0.002542,0.007626,0.002542,0.007626,0.002542
115,11292.2,0.47856,0.35986,1.01166,0.91851,0.95835,0.96101,0.89117,0.39295,0.28755,0.89792,0.007428,0.002476,0.007428,0.002476,0.007428,0.002476,0.007428,0.002476
116,11385.2,0.47223,0.35498,1.00426,0.91892,0.95745,0.96089,0.89177,0.39346,0.2887,0.8982,0.00723,0.00241,0.00723,0.00241,0.00723,0.00241,0.00723,0.00241
117,11478.2,0.46641,0.34501,1.00258,0.94852,0.92795,0.9608,0.89107,0.39465,0.29108,0.89892,0.007032,0.002344,0.007032,0.002344,0.007032,0.002344,0.007032,0.002344
118,11571.1,0.47179,0.35302,1.00808,0.92193,0.95801,0.96104,0.89139,0.3945,0.291,0.89887,0.006834,0.002278,0.006834,0.002278,0.006834,0.002278,0.006834,0.002278
119,11664.2,0.46726,0.34788,1.00162,0.92037,0.95817,0.96109,0.89025,0.39489,0.29124,0.89983,0.006636,0.002212,0.006636,0.002212,0.006636,0.002212,0.006636,0.002212
120,11757.2,0.47034,0.35132,1.00423,0.91968,0.96009,0.96424,0.88982,0.39531,0.29239,0.90084,0.006438,0.002146,0.006438,0.002146,0.006438,0.002146,0.006438,0.002146
121,11850.2,0.47114,0.3509,1.00451,0.91723,0.96038,0.96178,0.88972,0.39502,0.29148,0.90113,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208
122,11943.2,0.45835,0.33905,0.99805,0.92132,0.96038,0.96117,0.88891,0.39542,0.29119,0.90178,0.006042,0.002014,0.006042,0.002014,0.006042,0.002014,0.006042,0.002014
123,12036.2,0.46131,0.34289,1.00152,0.91955,0.96119,0.96094,0.88849,0.39597,0.29258,0.90263,0.005844,0.001948,0.005844,0.001948,0.005844,0.001948,0.005844,0.001948
124,12129.1,0.45934,0.34135,1.00266,0.91853,0.95929,0.96094,0.88886,0.39567,0.29101,0.90266,0.005646,0.001882,0.005646,0.001882,0.005646,0.001882,0.005646,0.001882
125,12222.1,0.45401,0.33871,0.99584,0.94626,0.93085,0.9609,0.88988,0.39578,0.29127,0.90303,0.005448,0.001816,0.005448,0.001816,0.005448,0.001816,0.005448,0.001816
126,12315,0.45881,0.34214,1.00149,0.94797,0.93104,0.96125,0.88969,0.39543,0.29242,0.90292,0.00525,0.00175,0.00525,0.00175,0.00525,0.00175,0.00525,0.00175
127,12408.1,0.45043,0.33236,0.99424,0.94755,0.9318,0.96116,0.88941,0.39485,0.29228,0.90256,0.005052,0.001684,0.005052,0.001684,0.005052,0.001684,0.005052,0.001684
128,12501,0.44917,0.33338,0.99481,0.94584,0.93124,0.96128,0.88966,0.39386,0.29172,0.9019,0.004854,0.001618,0.004854,0.001618,0.004854,0.001618,0.004854,0.001618
129,12593.9,0.44744,0.33451,0.99455,0.94704,0.93185,0.9609,0.88979,0.3939,0.29084,0.90238,0.004656,0.001552,0.004656,0.001552,0.004656,0.001552,0.004656,0.001552
130,12687,0.44855,0.32766,0.99421,0.94698,0.93185,0.961,0.88983,0.39355,0.2909,0.90169,0.004458,0.001486,0.004458,0.001486,0.004458,0.001486,0.004458,0.001486
131,12780,0.44329,0.32655,0.99326,0.94568,0.92941,0.96083,0.89092,0.39304,0.29016,0.90143,0.00426,0.00142,0.00426,0.00142,0.00426,0.00142,0.00426,0.00142
132,12872.9,0.44791,0.32628,0.99327,0.94172,0.93104,0.9608,0.89059,0.39327,0.29076,0.90153,0.004062,0.001354,0.004062,0.001354,0.004062,0.001354,0.004062,0.001354
133,12965.9,0.44258,0.32363,0.98936,0.94058,0.93108,0.96068,0.89089,0.39287,0.29138,0.90096,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288
134,13058.7,0.44116,0.32121,0.98878,0.93588,0.93772,0.96052,0.8911,0.39267,0.29059,0.90064,0.003666,0.001222,0.003666,0.001222,0.003666,0.001222,0.003666,0.001222
135,13151.7,0.44027,0.3222,0.98988,0.93579,0.93757,0.96033,0.89167,0.39261,0.2916,0.90055,0.003468,0.001156,0.003468,0.001156,0.003468,0.001156,0.003468,0.001156
136,13244.7,0.43585,0.32247,0.98822,0.93538,0.93712,0.96008,0.89137,0.39282,0.29193,0.90054,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109
137,13337.7,0.42777,0.31716,0.98492,0.93624,0.93643,0.96015,0.89206,0.39316,0.29135,0.90084,0.003072,0.001024,0.003072,0.001024,0.003072,0.001024,0.003072,0.001024
138,13430.7,0.42932,0.31728,0.98495,0.93622,0.93656,0.96018,0.89216,0.39309,0.29138,0.90101,0.002874,0.000958,0.002874,0.000958,0.002874,0.000958,0.002874,0.000958
139,13523.8,0.43004,0.31521,0.98507,0.93679,0.9374,0.96035,0.89215,0.39305,0.29084,0.90116,0.002676,0.000892,0.002676,0.000892,0.002676,0.000892,0.002676,0.000892
140,13616.8,0.42189,0.31043,0.98092,0.9364,0.93729,0.96044,0.89176,0.39303,0.2906,0.90115,0.002478,0.000826,0.002478,0.000826,0.002478,0.000826,0.002478,0.000826
141,13722.9,0.34296,0.2404,0.92663,0.93729,0.93728,0.96,0.89141,0.39341,0.29155,0.90178,0.00228,0.00076,0.00228,0.00076,0.00228,0.00076,0.00228,0.00076
