epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
16,557.147,1.14612,1.26493,1.49906,0.67345,0.64802,0.69725,0.50298,1.1236,1.28184,1.57274,0.00128753,0.00128753,0.00128753
17,575.785,1.11981,1.24103,1.4717,0.6899,0.7141,0.74028,0.57757,1.0135,1.13726,1.47989,0.0012781,0.0012781,0.0012781
18,594.485,1.08376,1.17955,1.43858,0.62402,0.61586,0.67164,0.47784,1.13355,1.53938,1.57427,0.00126867,0.00126867,0.00126867
19,613.005,1.08201,1.18117,1.45791,0.67943,0.71843,0.73817,0.57593,1.01105,1.09734,1.47281,0.00125923,0.00125923,0.00125923
20,631.573,1.08661,1.16971,1.4468,0.6967,0.64634,0.72069,0.53735,1.03878,1.27267,1.47148,0.0012498,0.0012498,0.0012498
21,650.009,1.06807,1.12925,1.43542,0.7265,0.6438,0.72275,0.55699,1.02141,1.09218,1.43726,0.00124037,0.00124037,0.00124037
22,668.601,1.08837,1.15661,1.45139,0.74146,0.71566,0.75685,0.59782,0.94765,1.04914,1.37581,0.00123094,0.00123094,0.00123094
23,687.167,1.05771,1.12135,1.42094,0.70134,0.71647,0.751,0.59308,0.98048,1.0871,1.40884,0.00122151,0.00122151,0.00122151
24,705.805,1.05266,1.11448,1.43643,0.63653,0.65215,0.65028,0.47902,1.10223,1.43745,1.537,0.00121208,0.00121208,0.00121208
25,724.401,1.07901,1.13652,1.43474,0.74714,0.74846,0.77925,0.60135,0.97081,0.98854,1.40702,0.00120265,0.00120265,0.00120265
26,743.087,1.0637,1.10383,1.4324,0.72291,0.70796,0.7456,0.55944,1.06806,1.07808,1.48642,0.00119322,0.00119322,0.00119322
27,761.92,1.03361,1.09334,1.41095,0.639,0.70635,0.73337,0.55172,0.98369,1.19033,1.41525,0.00118378,0.00118378,0.00118378
28,780.787,1.0276,1.0572,1.40099,0.75017,0.71017,0.75276,0.57849,1.02803,1.05901,1.4738,0.00117435,0.00117435,0.00117435
29,799.479,1.02124,1.04241,1.40064,0.70501,0.71024,0.74627,0.58795,0.95816,1.08596,1.37454,0.00116492,0.00116492,0.00116492
30,818.125,1.05099,1.06291,1.41787,0.7549,0.73432,0.78162,0.5999,0.96955,1.01948,1.41383,0.00115549,0.00115549,0.00115549
31,836.56,1.01149,1.02576,1.38654,0.67357,0.69401,0.72618,0.53451,1.06865,1.21252,1.51374,0.00114606,0.00114606,0.00114606
32,854.907,1.05186,1.03449,1.41431,0.71287,0.71272,0.73783,0.59342,0.94883,1.10133,1.36755,0.00113663,0.00113663,0.00113663
33,877.911,1.01443,1.05122,1.40019,0.70596,0.71077,0.75035,0.59529,0.94057,1.07888,1.35548,0.0011272,0.0011272,0.0011272
34,896.521,1.02137,1.03939,1.38823,0.75015,0.72734,0.76776,0.61319,0.94168,0.97104,1.38775,0.00111776,0.00111776,0.00111776
35,914.929,1.00068,0.9798,1.37734,0.72283,0.74402,0.76075,0.60938,0.95064,1.01715,1.36645,0.00110833,0.00110833,0.00110833
36,933.255,0.99251,0.99413,1.37855,0.77964,0.72819,0.77327,0.62132,0.95628,0.99795,1.37987,0.0010989,0.0010989,0.0010989
37,951.753,0.99954,1.00006,1.37771,0.73952,0.6928,0.76879,0.61435,0.90396,1.0201,1.32262,0.00108947,0.00108947,0.00108947
38,970.211,0.97031,0.96368,1.35917,0.7604,0.74288,0.75084,0.59125,0.94282,1.11013,1.35366,0.00108004,0.00108004,0.00108004
39,988.461,1.03805,0.97973,1.39733,0.77091,0.74552,0.78458,0.63484,0.92507,0.93461,1.35479,0.00107061,0.00107061,0.00107061
40,1006.98,0.97678,0.95034,1.36832,0.75016,0.75467,0.76563,0.61971,0.94331,0.97713,1.36518,0.00106118,0.00106118,0.00106118
41,1025.3,0.99682,0.94609,1.36897,0.77734,0.74955,0.78835,0.62916,0.94084,0.93059,1.37227,0.00105174,0.00105174,0.00105174
42,1043.63,0.99315,0.94851,1.36112,0.75277,0.73867,0.78231,0.62989,0.90499,0.93319,1.33366,0.00104231,0.00104231,0.00104231
43,1062.04,0.96435,0.92214,1.34955,0.75439,0.74589,0.77684,0.63114,0.8936,0.93598,1.31382,0.00103288,0.00103288,0.00103288
44,1080.56,0.96382,0.91307,1.35023,0.76085,0.73377,0.7809,0.6359,0.91018,0.93805,1.35445,0.00102345,0.00102345,0.00102345
45,1099.06,0.95044,0.89712,1.33933,0.78781,0.73308,0.78399,0.62857,0.90714,0.91943,1.33761,0.00101402,0.00101402,0.00101402
46,1117.36,0.97571,0.94062,1.36891,0.77348,0.73113,0.7803,0.64366,0.88878,0.92601,1.31261,0.00100459,0.00100459,0.00100459
47,1135.87,0.93862,0.88635,1.33178,0.74486,0.76211,0.79392,0.63534,0.90359,0.94478,1.32635,0.000995156,0.000995156,0.000995156
48,1154.56,0.90908,0.86033,1.3138,0.77809,0.73348,0.78634,0.62564,0.94712,0.9405,1.38317,0.000985724,0.000985724,0.000985724
49,1172.93,0.95253,0.89394,1.33731,0.76664,0.75536,0.77583,0.63208,0.88962,0.94607,1.31682,0.000976293,0.000976293,0.000976293
50,1191.6,0.96935,0.90615,1.35651,0.78533,0.72298,0.76946,0.61661,0.92035,1.03511,1.34359,0.000966861,0.000966861,0.000966861
51,1210.18,0.93395,0.85517,1.3341,0.76659,0.7794,0.78902,0.64847,0.88131,0.97119,1.30661,0.00095743,0.00095743,0.00095743
52,1228.87,0.9812,0.88386,1.35158,0.78787,0.76761,0.79452,0.65722,0.87276,0.88804,1.28512,0.000947999,0.000947999,0.000947999
53,1247.81,0.92725,0.85408,1.32177,0.80561,0.76632,0.79966,0.65478,0.89528,0.8718,1.32205,0.000938567,0.000938567,0.000938567
54,1266.61,0.95279,0.84883,1.3263,0.78532,0.75381,0.78853,0.647,0.88881,0.90949,1.31814,0.000929136,0.000929136,0.000929136
55,1285.33,0.94157,0.85939,1.33117,0.76042,0.77534,0.80106,0.65482,0.87126,0.91234,1.2939,0.000919704,0.000919704,0.000919704
56,1304.39,0.93688,0.84192,1.32755,0.7979,0.7634,0.79894,0.64769,0.90841,0.88718,1.34808,0.000910273,0.000910273,0.000910273
57,1323.77,0.92634,0.82395,1.32054,0.7226,0.7495,0.76866,0.63732,0.87394,1.03149,1.30185,0.000900842,0.000900842,0.000900842
58,1342.66,0.92164,0.81352,1.31785,0.76245,0.70012,0.76026,0.62502,0.89946,1.02158,1.30548,0.00089141,0.00089141,0.00089141
59,1361.55,0.94586,0.84165,1.33817,0.7926,0.75586,0.79703,0.66188,0.86132,0.88345,1.28295,0.000881979,0.000881979,0.000881979
60,1380.66,0.89745,0.78193,1.29651,0.8118,0.77089,0.81579,0.67512,0.87786,0.85445,1.29145,0.000872547,0.000872547,0.000872547
61,1399.85,0.95257,0.82432,1.32646,0.73902,0.77146,0.80129,0.66857,0.86857,0.91592,1.29449,0.000863116,0.000863116,0.000863116
62,1418.81,0.93369,0.81795,1.31086,0.81982,0.7396,0.78981,0.66254,0.86543,0.89383,1.27755,0.000853685,0.000853685,0.000853685
63,1437.34,0.90808,0.80498,1.30076,0.77724,0.74341,0.79537,0.65442,0.8722,0.88569,1.29018,0.000844253,0.000844253,0.000844253
64,1455.83,0.91588,0.80362,1.30343,0.75774,0.77227,0.79206,0.66,0.8613,0.87405,1.28342,0.000834822,0.000834822,0.000834822
65,1474.57,0.8679,0.767,1.28585,0.77247,0.74587,0.78598,0.64257,0.91122,0.90487,1.33251,0.00082539,0.00082539,0.00082539
66,1493.09,0.90907,0.76616,1.30582,0.82182,0.75521,0.81131,0.66951,0.86105,0.86345,1.28609,0.000815959,0.000815959,0.000815959
67,1510.81,0.90925,0.76605,1.29849,0.78271,0.73892,0.80173,0.65062,0.90824,0.91002,1.32762,0.000806528,0.000806528,0.000806528
68,1528.97,0.89656,0.75669,1.29425,0.81628,0.76285,0.80732,0.66176,0.88383,0.8746,1.30669,0.000797096,0.000797096,0.000797096
69,1547.4,0.88727,0.73124,1.27609,0.76313,0.78534,0.80113,0.665,0.87639,0.86312,1.28995,0.000787665,0.000787665,0.000787665
70,1565.8,0.87665,0.74403,1.28507,0.80531,0.7572,0.80741,0.66854,0.86651,0.85184,1.28903,0.000778233,0.000778233,0.000778233
71,1584.17,0.87117,0.71753,1.27268,0.79044,0.78401,0.80787,0.67309,0.87724,0.8517,1.29418,0.000768802,0.000768802,0.000768802
72,1602.54,0.8727,0.7431,1.28163,0.77001,0.73675,0.78653,0.64352,0.89021,0.88725,1.30085,0.000759371,0.000759371,0.000759371
73,1620.88,0.86198,0.6849,1.26748,0.79247,0.78205,0.80596,0.67762,0.86449,0.86534,1.28112,0.000749939,0.000749939,0.000749939
74,1639.38,0.8569,0.70144,1.25995,0.7696,0.79311,0.80975,0.67022,0.87633,0.84975,1.30329,0.000740508,0.000740508,0.000740508
75,1657.74,0.82862,0.71281,1.26379,0.83231,0.72518,0.7929,0.66095,0.87919,0.89882,1.31337,0.000731076,0.000731076,0.000731076
76,1676.09,0.86787,0.72795,1.27422,0.78207,0.78461,0.80199,0.66799,0.86796,0.87614,1.2883,0.000721645,0.000721645,0.000721645
77,1694.38,0.83966,0.69825,1.25861,0.80888,0.76836,0.80176,0.66983,0.88226,0.85486,1.30936,0.000712214,0.000712214,0.000712214
78,1712.74,0.86059,0.67959,1.25092,0.81163,0.76681,0.8059,0.66405,0.86048,0.85146,1.27374,0.000702782,0.000702782,0.000702782
79,1731.16,0.83166,0.69927,1.24748,0.8049,0.78209,0.80304,0.66637,0.87896,0.82664,1.30059,0.000693351,0.000693351,0.000693351
80,1749.46,0.81367,0.6609,1.24544,0.72894,0.76072,0.77939,0.64103,0.89677,0.95485,1.31431,0.000683919,0.000683919,0.000683919
81,1767.76,0.86109,0.69456,1.26388,0.809,0.77452,0.80501,0.67822,0.8539,0.84021,1.28506,0.000674488,0.000674488,0.000674488
82,1786.25,0.84752,0.69763,1.25214,0.82097,0.75665,0.79168,0.66491,0.87691,0.88898,1.30992,0.000665057,0.000665057,0.000665057
83,1804.52,0.82661,0.68545,1.24047,0.80496,0.73072,0.78901,0.65785,0.89926,0.94337,1.30977,0.000655625,0.000655625,0.000655625
84,1822.88,0.83877,0.68656,1.25252,0.80731,0.77509,0.79822,0.6596,0.87373,0.85749,1.30472,0.000646194,0.000646194,0.000646194
85,1841.24,0.81969,0.66844,1.24889,0.74879,0.77901,0.79557,0.66073,0.85896,0.88654,1.29077,0.000636762,0.000636762,0.000636762
86,1859.64,0.84047,0.68543,1.25029,0.78624,0.78347,0.79885,0.6612,0.86724,0.86345,1.28484,0.000627331,0.000627331,0.000627331
87,1877.98,0.82376,0.65326,1.23146,0.82338,0.77139,0.80437,0.66943,0.86824,0.84688,1.29164,0.0006179,0.0006179,0.0006179
88,1896.28,0.82711,0.6641,1.23584,0.79158,0.80623,0.80917,0.67355,0.87049,0.87525,1.29248,0.000608468,0.000608468,0.000608468
89,1914.73,0.81831,0.64851,1.22946,0.77491,0.77067,0.78716,0.65462,0.89662,0.9087,1.32738,0.000599037,0.000599037,0.000599037
90,1933.11,0.8198,0.65258,1.23566,0.807,0.76859,0.78956,0.66446,0.88223,0.88644,1.31011,0.000589605,0.000589605,0.000589605
91,1951.47,0.84028,0.64285,1.24399,0.81082,0.78997,0.80447,0.67656,0.87014,0.85298,1.28565,0.000580174,0.000580174,0.000580174
92,1969.88,0.80805,0.61839,1.21323,0.78672,0.78044,0.79275,0.66522,0.87632,0.86208,1.30088,0.000570743,0.000570743,0.000570743
93,1988.27,0.80489,0.63165,1.21819,0.81845,0.7586,0.80041,0.66384,0.86681,0.88664,1.29741,0.000561311,0.000561311,0.000561311
94,2006.71,0.80614,0.62663,1.22315,0.83199,0.75603,0.79798,0.66399,0.88075,0.83582,1.31441,0.00055188,0.00055188,0.00055188
95,2025.12,0.79746,0.6056,1.22194,0.84502,0.76139,0.80904,0.6709,0.87417,0.84008,1.29818,0.000542448,0.000542448,0.000542448
96,2043.53,0.8263,0.61797,1.22383,0.81024,0.78211,0.80649,0.67459,0.86714,0.85106,1.29617,0.000533017,0.000533017,0.000533017
97,2061.94,0.80118,0.61107,1.21838,0.80263,0.78373,0.7998,0.66906,0.87179,0.84015,1.29091,0.000523586,0.000523586,0.000523586
98,2080.4,0.80109,0.59964,1.20781,0.809,0.78564,0.80048,0.66567,0.88001,0.84339,1.31447,0.000514154,0.000514154,0.000514154
99,2098.8,0.76956,0.60475,1.19788,0.83507,0.75371,0.80684,0.67301,0.88552,0.84272,1.30846,0.000504723,0.000504723,0.000504723
100,2117.21,0.78431,0.59775,1.20567,0.82961,0.76706,0.80146,0.67267,0.87615,0.86083,1.31174,0.000495291,0.000495291,0.000495291
101,2135.66,0.77932,0.5881,1.20993,0.83195,0.76751,0.79783,0.66675,0.87208,0.83569,1.30414,0.00048586,0.00048586,0.00048586
102,2154.07,0.78726,0.59463,1.20183,0.82748,0.7692,0.80305,0.67493,0.87761,0.8272,1.3173,0.000476429,0.000476429,0.000476429
103,2172.54,0.76616,0.5751,1.1936,0.81699,0.78159,0.80802,0.67935,0.87175,0.8399,1.29384,0.000466997,0.000466997,0.000466997
104,2190.97,0.77772,0.58975,1.19638,0.82773,0.76187,0.80339,0.67368,0.86046,0.85775,1.29102,0.000457566,0.000457566,0.000457566
105,2209.91,0.78828,0.59222,1.20549,0.82929,0.77551,0.81662,0.68574,0.85379,0.8249,1.27825,0.000448134,0.000448134,0.000448134
106,2228.58,0.74111,0.56245,1.17868,0.80423,0.80161,0.80621,0.67117,0.87542,0.84379,1.31552,0.000438703,0.000438703,0.000438703
107,2246.99,0.74057,0.55703,1.17464,0.81248,0.77271,0.80636,0.67159,0.86541,0.83146,1.30868,0.000429272,0.000429272,0.000429272
108,2265.45,0.73265,0.53806,1.17777,0.78372,0.79547,0.80077,0.67447,0.85102,0.89026,1.28066,0.00041984,0.00041984,0.00041984
109,2283.83,0.76392,0.57305,1.19137,0.82304,0.76873,0.80506,0.67733,0.87671,0.83934,1.30455,0.000410409,0.000410409,0.000410409
110,2302.22,0.74425,0.56081,1.18386,0.82734,0.791,0.81334,0.67524,0.88609,0.82413,1.29928,0.000400977,0.000400977,0.000400977
111,2320.74,0.74992,0.55574,1.18694,0.83189,0.75948,0.80766,0.67948,0.8664,0.84424,1.28065,0.000391546,0.000391546,0.000391546
112,2339.1,0.74823,0.54389,1.17531,0.81656,0.78383,0.79275,0.6685,0.88032,0.84742,1.31392,0.000382115,0.000382115,0.000382115
113,2357.55,0.75036,0.55662,1.18198,0.8192,0.79747,0.80845,0.6746,0.87282,0.83733,1.29887,0.000372683,0.000372683,0.000372683
114,2375.94,0.71712,0.51434,1.16498,0.83127,0.76948,0.80471,0.67141,0.86696,0.82744,1.2903,0.000363252,0.000363252,0.000363252
115,2393.97,0.73753,0.54826,1.17366,0.79352,0.77924,0.7976,0.67243,0.87972,0.86452,1.31609,0.00035382,0.00035382,0.00035382
116,2412.43,0.72628,0.52638,1.17016,0.82406,0.77903,0.7978,0.67383,0.86333,0.8439,1.2943,0.000344389,0.000344389,0.000344389
117,2431.09,0.74057,0.5356,1.16323,0.80611,0.8002,0.79831,0.67064,0.87973,0.81202,1.31047,0.000334958,0.000334958,0.000334958
118,2449.56,0.72518,0.51475,1.15819,0.84474,0.75805,0.80909,0.6742,0.88059,0.86621,1.31049,0.000325526,0.000325526,0.000325526
119,2467.98,0.71859,0.52182,1.15793,0.82497,0.77897,0.80263,0.67643,0.86405,0.86667,1.29626,0.000316095,0.000316095,0.000316095
120,2486.46,0.72013,0.52385,1.15846,0.83862,0.76851,0.80294,0.67962,0.86814,0.83485,1.30621,0.000306663,0.000306663,0.000306663
121,2504.92,0.70611,0.52179,1.1527,0.83549,0.77453,0.80554,0.67365,0.89281,0.82762,1.3334,0.000297232,0.000297232,0.000297232
122,2523.31,0.6959,0.49622,1.14471,0.85727,0.77493,0.80207,0.67121,0.87577,0.82068,1.31163,0.000287801,0.000287801,0.000287801
123,2541.7,0.69348,0.52177,1.15475,0.84458,0.79493,0.80707,0.67745,0.88358,0.81515,1.3291,0.000278369,0.000278369,0.000278369
124,2560.16,0.70674,0.50227,1.14162,0.83498,0.77676,0.80355,0.66641,0.89885,0.82908,1.34731,0.000268938,0.000268938,0.000268938
125,2578.78,0.70533,0.51708,1.1584,0.84644,0.77757,0.80485,0.67616,0.86426,0.83127,1.29796,0.000259506,0.000259506,0.000259506
126,2597.23,0.68428,0.49547,1.14325,0.81107,0.78897,0.79883,0.67463,0.88349,0.81341,1.3171,0.000250075,0.000250075,0.000250075
127,2615.49,0.70406,0.50629,1.14673,0.81095,0.79756,0.80018,0.67746,0.90849,0.83395,1.35089,0.000240644,0.000240644,0.000240644
128,2633.79,0.71172,0.5134,1.14704,0.80776,0.79431,0.80669,0.67618,0.91065,0.82224,1.35209,0.000231212,0.000231212,0.000231212
129,2652.03,0.68005,0.50108,1.13202,0.82028,0.78837,0.80635,0.68324,0.89201,0.82092,1.33453,0.000221781,0.000221781,0.000221781
130,2670.2,0.68414,0.49911,1.14167,0.80583,0.78535,0.80242,0.6769,0.88852,0.82376,1.33032,0.000212349,0.000212349,0.000212349
131,2688.39,0.66256,0.47467,1.13897,0.83235,0.76934,0.79849,0.67653,0.87945,0.84863,1.31891,0.000202918,0.000202918,0.000202918
132,2706.54,0.65187,0.46157,1.1191,0.84524,0.77362,0.80135,0.67337,0.87646,0.84391,1.31592,0.000193487,0.000193487,0.000193487
133,2724.68,0.65864,0.4829,1.13245,0.82692,0.7948,0.8035,0.67719,0.8779,0.81635,1.32784,0.000184055,0.000184055,0.000184055
134,2742.8,0.67124,0.47506,1.13692,0.79013,0.78776,0.79561,0.67547,0.8917,0.84023,1.33898,0.000174624,0.000174624,0.000174624
135,2761.03,0.68736,0.48214,1.12859,0.79647,0.80034,0.80321,0.67493,0.88462,0.8364,1.32557,0.000165192,0.000165192,0.000165192
136,2779.19,0.65073,0.46649,1.12762,0.81544,0.78747,0.79717,0.67482,0.88629,0.83296,1.33806,0.000155761,0.000155761,0.000155761
137,2797.46,0.65727,0.45636,1.12122,0.8311,0.78716,0.80165,0.67639,0.88642,0.81964,1.33618,0.00014633,0.00014633,0.00014633
138,2815.89,0.66741,0.50314,1.13216,0.84271,0.77604,0.80898,0.68158,0.88929,0.80741,1.33787,0.000136898,0.000136898,0.000136898
139,2834.23,0.65148,0.47019,1.11839,0.83406,0.77754,0.80564,0.68119,0.87459,0.81862,1.31795,0.000127467,0.000127467,0.000127467
140,2852.56,0.64903,0.46063,1.12179,0.8157,0.78776,0.80578,0.68244,0.86924,0.82752,1.31824,0.000118035,0.000118035,0.000118035
141,2886.54,0.58842,0.40703,1.07377,0.80855,0.77365,0.79264,0.67607,0.86643,0.86426,1.3136,0.000108604,0.000108604,0.000108604
142,2904.87,0.56305,0.35957,1.05514,0.81152,0.78488,0.80401,0.67979,0.89113,0.81476,1.34482,9.91726e-05,9.91726e-05,9.91726e-05
143,2923.16,0.55916,0.42688,1.0573,0.82575,0.78159,0.80706,0.67806,0.88674,0.82088,1.34979,8.97412e-05,8.97412e-05,8.97412e-05
144,2941.53,0.55047,0.35829,1.05763,0.82009,0.77393,0.8033,0.67807,0.8752,0.84081,1.32892,8.03098e-05,8.03098e-05,8.03098e-05
145,2959.93,0.55096,0.3429,1.05507,0.8321,0.7727,0.80288,0.67944,0.87853,0.8486,1.32978,7.08784e-05,7.08784e-05,7.08784e-05
146,2978.18,0.55579,0.3751,1.06095,0.83339,0.77453,0.80251,0.6759,0.88504,0.86373,1.33736,6.1447e-05,6.1447e-05,6.1447e-05
147,2996.48,0.54978,0.36289,1.05901,0.84264,0.77453,0.80564,0.67965,0.88319,0.8604,1.3337,5.20156e-05,5.20156e-05,5.20156e-05
148,3014.83,0.5498,0.34319,1.05368,0.8502,0.77363,0.80346,0.67647,0.87712,0.83285,1.32864,4.25842e-05,4.25842e-05,4.25842e-05
149,3033.08,0.53688,0.34573,1.04419,0.82277,0.78272,0.80459,0.68052,0.88129,0.83588,1.33209,3.31528e-05,3.31528e-05,3.31528e-05
150,3051.26,0.5353,0.34701,1.04659,0.84108,0.77089,0.80552,0.67874,0.87477,0.84086,1.32459,2.37214e-05,2.37214e-05,2.37214e-05
